"site_code","plot_id","treatment_code","sample_date","season_year","tissue_type","analyte","Weight","percent_composition","Comment"
"EMW","65","N",2017-05-18,"spring_2017","Larrea tridentata","Hydrogen %",2.2,6.37,NA
"EMW","65","N",2017-05-18,"spring_2017","Larrea tridentata","Nitrogen %",2.2,2.69,NA
"EMW","64","C1",2017-05-18,"spring_2017","Larrea tridentata","Carbon %",1.913,47.72,NA
"EMW","64","C1",2017-05-18,"spring_2017","Larrea tridentata","Hydrogen %",1.913,6.38,NA
"EMW","64","C1",2017-05-18,"spring_2017","Larrea tridentata","Nitrogen %",1.913,2.46,NA
"EMW","63","P",2017-05-18,"spring_2017","Larrea tridentata","Carbon %",1.999,48.22,NA
"EMW","63","P",2017-05-18,"spring_2017","Larrea tridentata","Hydrogen %",1.999,6.48,NA
"EMW","63","P",2017-05-18,"spring_2017","Larrea tridentata","Nitrogen %",1.999,2.54,NA
"EMW","62","NP",2017-05-18,"spring_2017","Larrea tridentata","Carbon %",1.895,48.12,NA
"EMW","62","NP",2017-05-18,"spring_2017","Larrea tridentata","Hydrogen %",1.895,6.44,NA
"EMW","62","NP",2017-05-18,"spring_2017","Larrea tridentata","Nitrogen %",1.895,2.64,NA
"SMW","45","NP",2017-05-22,"spring_2017","Larrea tridentata","Carbon %",2.018,47.01,NA
"SMW","45","NP",2017-05-22,"spring_2017","Larrea tridentata","Hydrogen %",2.018,6.55,NA
"SMW","45","NP",2017-05-22,"spring_2017","Larrea tridentata","Nitrogen %",2.018,2.9,NA
"SMW","44","C1",2017-05-22,"spring_2017","Larrea tridentata","Carbon %",2.195,49.54,NA
"SMW","44","C1",2017-05-22,"spring_2017","Larrea tridentata","Hydrogen %",2.195,6.78,NA
"SMW","44","C1",2017-05-22,"spring_2017","Larrea tridentata","Nitrogen %",2.195,2.84,NA
"SMW","43","P",2017-05-22,"spring_2017","Larrea tridentata","Carbon %",2.029,48.86,NA
"SMW","43","P",2017-05-22,"spring_2017","Larrea tridentata","Hydrogen %",2.029,6.76,NA
"SMW","43","P",2017-05-22,"spring_2017","Larrea tridentata","Nitrogen %",2.029,3.05,NA
"SMW","42","N",2017-05-22,"spring_2017","Larrea tridentata","Carbon %",2.151,48.98,NA
"SMW","42","N",2017-05-22,"spring_2017","Larrea tridentata","Hydrogen %",2.151,6.73,NA
"SMW","42","N",2017-05-22,"spring_2017","Larrea tridentata","Nitrogen %",2.151,3,NA
"PWP","35","P",2017-05-22,"spring_2017","Larrea tridentata","Carbon %",2.145,48.38,NA
"PWP","35","P",2017-05-22,"spring_2017","Larrea tridentata","Hydrogen %",2.145,6.8,NA
"PWP","35","P",2017-05-22,"spring_2017","Larrea tridentata","Nitrogen %",2.145,2.59,NA
"PWP","34","NP",2017-05-22,"spring_2017","Larrea tridentata","Carbon %",2.081,47.92,NA
"PWP","34","NP",2017-05-22,"spring_2017","Larrea tridentata","Hydrogen %",2.081,6.68,NA
"PWP","34","NP",2017-05-22,"spring_2017","Larrea tridentata","Nitrogen %",2.081,2.89,NA
"PWP","33","C1",2017-05-22,"spring_2017","Larrea tridentata","Carbon %",2.034,48.32,NA
"PWP","33","C1",2017-05-22,"spring_2017","Larrea tridentata","Hydrogen %",2.034,6.67,NA
"PWP","33","C1",2017-05-22,"spring_2017","Larrea tridentata","Nitrogen %",2.034,2.67,NA
"PWP","31","N",2017-05-22,"spring_2017","Larrea tridentata","Carbon %",1.96,47.88,NA
"PWP","31","N",2017-05-22,"spring_2017","Larrea tridentata","Hydrogen %",1.96,6.56,NA
"PWP","31","N",2017-05-22,"spring_2017","Larrea tridentata","Nitrogen %",1.96,2.72,NA
"SME","29","C1",2017-05-22,"spring_2017","Larrea tridentata","Carbon %",2.167,47.8,NA
"SME","29","C1",2017-05-22,"spring_2017","Larrea tridentata","Hydrogen %",2.167,6.59,NA
"SME","29","C1",2017-05-22,"spring_2017","Larrea tridentata","Nitrogen %",2.167,2.83,NA
"SME","28","P",2017-05-22,"spring_2017","Larrea tridentata","Carbon %",2.015,48.1,NA
"SME","28","P",2017-05-22,"spring_2017","Larrea tridentata","Hydrogen %",2.015,6.57,NA
"SME","28","P",2017-05-22,"spring_2017","Larrea tridentata","Nitrogen %",2.015,2.92,NA
"SME","27","NP",2017-05-22,"spring_2017","Larrea tridentata","Carbon %",2.271,46.94,NA
"SME","27","NP",2017-05-22,"spring_2017","Larrea tridentata","Hydrogen %",2.271,6.49,NA
"SME","27","NP",2017-05-22,"spring_2017","Larrea tridentata","Nitrogen %",2.271,3.05,NA
"SME","26","N",2017-05-22,"spring_2017","Larrea tridentata","Carbon %",1.852,47.71,NA
"SME","26","N",2017-05-22,"spring_2017","Larrea tridentata","Hydrogen %",1.852,6.43,NA
"SME","26","N",2017-05-22,"spring_2017","Larrea tridentata","Nitrogen %",1.852,2.63,NA
"MCS","24","C1",2017-05-24,"spring_2017","Larrea tridentata","Carbon %",2.097,47.93,NA
"MCS","24","C1",2017-05-24,"spring_2017","Larrea tridentata","Hydrogen %",2.097,6.77,NA
"MCS","24","C1",2017-05-24,"spring_2017","Larrea tridentata","Nitrogen %",2.097,2.79,NA
"MCS","23","P",2017-05-24,"spring_2017","Larrea tridentata","Carbon %",2.147,47.35,NA
"MCS","23","P",2017-05-24,"spring_2017","Larrea tridentata","Hydrogen %",2.147,6.73,NA
"MCS","23","P",2017-05-24,"spring_2017","Larrea tridentata","Nitrogen %",2.147,3.01,NA
"MCS","22","N",2017-05-24,"spring_2017","Larrea tridentata","Carbon %",2.069,46.31,NA
"MCS","22","N",2017-05-24,"spring_2017","Larrea tridentata","Hydrogen %",2.069,6.62,NA
"MCS","22","N",2017-05-24,"spring_2017","Larrea tridentata","Nitrogen %",2.069,2.8,NA
"MCS","21","NP",2017-05-24,"spring_2017","Larrea tridentata","Carbon %",2.198,47.48,NA
"MCS","21","NP",2017-05-24,"spring_2017","Larrea tridentata","Hydrogen %",2.198,6.73,NA
"MCS","21","NP",2017-05-24,"spring_2017","Larrea tridentata","Nitrogen %",2.198,2.94,NA
"SRR","15","N",2017-05-24,"spring_2017","Larrea tridentata","Carbon %",2.196,48.27,NA
"SRR","15","N",2017-05-24,"spring_2017","Larrea tridentata","Hydrogen %",2.196,6.81,NA
"SRR","15","N",2017-05-24,"spring_2017","Larrea tridentata","Nitrogen %",2.196,2.81,NA
"SRR","14","P",2017-05-24,"spring_2017","Larrea tridentata","Carbon %",2.161,47.04,NA
"SRR","14","P",2017-05-24,"spring_2017","Larrea tridentata","Hydrogen %",2.161,6.57,NA
"SRR","14","P",2017-05-24,"spring_2017","Larrea tridentata","Nitrogen %",2.161,2.45,NA
"SRR","13","C1",2017-05-24,"spring_2017","Larrea tridentata","Carbon %",1.947,49.15,NA
"SRR","13","C1",2017-05-24,"spring_2017","Larrea tridentata","Hydrogen %",1.947,6.82,NA
"SRR","13","C1",2017-05-24,"spring_2017","Larrea tridentata","Nitrogen %",1.947,2.72,NA
"SRR","12","NP",2017-05-24,"spring_2017","Larrea tridentata","Carbon %",2.25,44.58,NA
"SRR","12","NP",2017-05-24,"spring_2017","Larrea tridentata","Hydrogen %",2.25,6.4,NA
"SRR","12","NP",2017-05-24,"spring_2017","Larrea tridentata","Nitrogen %",2.25,2.8,NA
"LDP","5","C1",2017-05-24,"spring_2017","Larrea tridentata","Carbon %",2.011,47.79,NA
"LDP","5","C1",2017-05-24,"spring_2017","Larrea tridentata","Hydrogen %",2.011,6.75,NA
"LDP","5","C1",2017-05-24,"spring_2017","Larrea tridentata","Nitrogen %",2.011,2.47,NA
"LDP","4","P",2017-05-24,"spring_2017","Larrea tridentata","Carbon %",1.989,48.05,NA
"LDP","4","P",2017-05-24,"spring_2017","Larrea tridentata","Hydrogen %",1.989,6.72,NA
"LDP","4","P",2017-05-24,"spring_2017","Larrea tridentata","Nitrogen %",1.989,2.38,NA
"LDP","3","NP",2017-05-24,"spring_2017","Larrea tridentata","Carbon %",2.246,48.15,NA
"LDP","3","NP",2017-05-24,"spring_2017","Larrea tridentata","Hydrogen %",2.246,6.97,NA
"LDP","3","NP",2017-05-24,"spring_2017","Larrea tridentata","Nitrogen %",2.246,2.79,NA
"LDP","1","N",2017-05-24,"spring_2017","Larrea tridentata","Carbon %",2.194,48.95,"Larrea Spring 2017"
"LDP","1","N",2017-05-24,"spring_2017","Larrea tridentata","Hydrogen %",2.194,6.94,"Larrea Spring 2017"
"LDP","1","N",2017-05-24,"spring_2017","Larrea tridentata","Nitrogen %",2.194,2.82,"Larrea Spring 2017"
"WTM","75","N",2016-03-07,"spring_2016","Pectocarya recurvata","Carbon %",1.822,37.49,NA
"WTM","75","N",2016-03-07,"spring_2016","Pectocarya recurvata","Hydrogen %",1.822,5.29,NA
"WTM","75","N",2016-03-07,"spring_2016","Pectocarya recurvata","Nitrogen %",1.822,2.69,NA
"WTM","74","P",2016-03-07,"spring_2016","Pectocarya recurvata","Carbon %",2.108,39,NA
"WTM","74","P",2016-03-07,"spring_2016","Pectocarya recurvata","Hydrogen %",2.108,5.68,NA
"WTM","74","P",2016-03-07,"spring_2016","Pectocarya recurvata","Nitrogen %",2.108,2.99,NA
"WTM","73","NP",2016-03-07,"spring_2016","Pectocarya recurvata","Carbon %",2,38.85,NA
"WTM","73","NP",2016-03-07,"spring_2016","Pectocarya recurvata","Hydrogen %",2,5.69,NA
"WTM","73","NP",2016-03-07,"spring_2016","Pectocarya recurvata","Nitrogen %",2,2.9,NA
"EME","70","P",2016-03-21,"spring_2016","Pectocarya recurvata","Carbon %",2.129,40.93,NA
"EME","70","P",2016-03-21,"spring_2016","Pectocarya recurvata","Hydrogen %",2.129,5.86,NA
"EME","70","P",2016-03-21,"spring_2016","Pectocarya recurvata","Nitrogen %",2.129,2.65,NA
"EME","68","NP",2016-03-21,"spring_2016","Pectocarya recurvata","Carbon %",1.946,41.69,NA
"EME","68","NP",2016-03-21,"spring_2016","Pectocarya recurvata","Hydrogen %",1.946,6,NA
"EME","68","NP",2016-03-21,"spring_2016","Pectocarya recurvata","Nitrogen %",1.946,2.98,NA
"EME","67","N",2016-03-21,"spring_2016","Pectocarya recurvata","Carbon %",2.217,41.07,NA
"EME","67","N",2016-03-21,"spring_2016","Pectocarya recurvata","Hydrogen %",2.217,5.86,NA
"EME","67","N",2016-03-21,"spring_2016","Pectocarya recurvata","Nitrogen %",2.217,2.54,NA
"EME","66","C1",2016-03-21,"spring_2016","Pectocarya recurvata","Carbon %",2.22,40.92,NA
"EME","66","C1",2016-03-21,"spring_2016","Pectocarya recurvata","Hydrogen %",2.22,6,NA
"EME","66","C1",2016-03-21,"spring_2016","Pectocarya recurvata","Nitrogen %",2.22,2.78,NA
"EMW","65","N",2016-03-07,"spring_2016","Pectocarya recurvata","Carbon %",1.971,38.35,NA
"EMW","65","N",2016-03-07,"spring_2016","Pectocarya recurvata","Hydrogen %",1.971,5.55,NA
"EMW","65","N",2016-03-07,"spring_2016","Pectocarya recurvata","Nitrogen %",1.971,2.79,NA
"EMW","63","P",2016-03-07,"spring_2016","Pectocarya recurvata","Carbon %",1.967,40.15,NA
"EMW","63","P",2016-03-07,"spring_2016","Pectocarya recurvata","Hydrogen %",1.967,5.88,NA
"EMW","63","P",2016-03-07,"spring_2016","Pectocarya recurvata","Nitrogen %",1.967,2.88,NA
"EMW","62","NP",2016-03-07,"spring_2016","Pectocarya recurvata","Carbon %",2.158,38.8,NA
"EMW","62","NP",2016-03-07,"spring_2016","Pectocarya recurvata","Hydrogen %",2.158,5.73,NA
"EMW","62","NP",2016-03-07,"spring_2016","Pectocarya recurvata","Nitrogen %",2.158,3.19,NA
"SNW","60","C1",2016-03-08,"spring_2016","Pectocarya recurvata","Carbon %",2.173,37.08,NA
"SNW","60","C1",2016-03-08,"spring_2016","Pectocarya recurvata","Hydrogen %",2.173,5.45,NA
"SNW","60","C1",2016-03-08,"spring_2016","Pectocarya recurvata","Nitrogen %",2.173,2.52,NA
"SNW","59","NP",2016-03-08,"spring_2016","Pectocarya recurvata","Carbon %",2.186,40.84,NA
"SNW","59","NP",2016-03-08,"spring_2016","Pectocarya recurvata","Hydrogen %",2.186,5.99,NA
"SNW","59","NP",2016-03-08,"spring_2016","Pectocarya recurvata","Nitrogen %",2.186,2.78,NA
"SNW","57","P",2016-03-08,"spring_2016","Pectocarya recurvata","Carbon %",2.284,40.9,NA
"SNW","57","P",2016-03-08,"spring_2016","Pectocarya recurvata","Hydrogen %",2.284,6.04,NA
"SNW","57","P",2016-03-08,"spring_2016","Pectocarya recurvata","Nitrogen %",2.284,2.92,NA
"SNW","56","N",2016-03-08,"spring_2016","Pectocarya recurvata","Carbon %",2.115,38.2,NA
"SNW","56","N",2016-03-08,"spring_2016","Pectocarya recurvata","Hydrogen %",2.115,5.4,NA
"SNW","56","N",2016-03-08,"spring_2016","Pectocarya recurvata","Nitrogen %",2.115,2.68,NA
"SNE","55","P",2016-03-08,"spring_2016","Pectocarya recurvata","Carbon %",2.206,40.02,NA
"SNE","55","P",2016-03-08,"spring_2016","Pectocarya recurvata","Hydrogen %",2.206,5.83,NA
"SNE","55","P",2016-03-08,"spring_2016","Pectocarya recurvata","Nitrogen %",2.206,2.28,NA
"SNE","54","NP",2016-03-08,"spring_2016","Pectocarya recurvata","Carbon %",1.797,42.81,NA
"SNE","54","NP",2016-03-08,"spring_2016","Pectocarya recurvata","Hydrogen %",1.797,6.07,NA
"SNE","54","NP",2016-03-08,"spring_2016","Pectocarya recurvata","Nitrogen %",1.797,3.21,NA
"SNE","52","N",2016-03-08,"spring_2016","Pectocarya recurvata","Carbon %",2.254,39.84,NA
"SNE","52","N",2016-03-08,"spring_2016","Pectocarya recurvata","Hydrogen %",2.254,5.73,NA
"SNE","52","N",2016-03-08,"spring_2016","Pectocarya recurvata","Nitrogen %",2.254,2.42,NA
"SNE","51","C1",2016-03-08,"spring_2016","Pectocarya recurvata","Carbon %",1.945,40.38,NA
"SNE","51","C1",2016-03-08,"spring_2016","Pectocarya recurvata","Hydrogen %",1.945,5.88,NA
"SNE","51","C1",2016-03-08,"spring_2016","Pectocarya recurvata","Nitrogen %",1.945,2.48,NA
"SMW","45","NP",2016-03-10,"spring_2016","Pectocarya recurvata","Carbon %",1.973,41.47,NA
"SMW","45","NP",2016-03-10,"spring_2016","Pectocarya recurvata","Hydrogen %",1.973,6.03,NA
"SMW","45","NP",2016-03-10,"spring_2016","Pectocarya recurvata","Nitrogen %",1.973,2.86,NA
"SMW","44","C1",2016-03-10,"spring_2016","Pectocarya recurvata","Carbon %",1.912,41.62,NA
"SMW","44","C1",2016-03-10,"spring_2016","Pectocarya recurvata","Hydrogen %",1.912,5.92,NA
"SMW","44","C1",2016-03-10,"spring_2016","Pectocarya recurvata","Nitrogen %",1.912,2.9,NA
"SMW","43","P",2016-03-10,"spring_2016","Pectocarya recurvata","Carbon %",1.936,40.58,NA
"SMW","43","P",2016-03-10,"spring_2016","Pectocarya recurvata","Hydrogen %",1.936,5.84,NA
"SMW","43","P",2016-03-10,"spring_2016","Pectocarya recurvata","Nitrogen %",1.936,2.78,NA
"SMW","42","N",2016-03-10,"spring_2016","Pectocarya recurvata","Carbon %",1.914,41.46,NA
"SMW","42","N",2016-03-10,"spring_2016","Pectocarya recurvata","Hydrogen %",1.914,5.96,NA
"SMW","42","N",2016-03-10,"spring_2016","Pectocarya recurvata","Nitrogen %",1.914,2.94,NA
"MVP","39","P",2016-03-14,"spring_2016","Pectocarya recurvata","Carbon %",2.024,40.79,NA
"MVP","39","P",2016-03-14,"spring_2016","Pectocarya recurvata","Hydrogen %",2.024,5.93,NA
"MVP","39","P",2016-03-14,"spring_2016","Pectocarya recurvata","Nitrogen %",2.024,2.77,NA
"MVP","38","C1",2016-03-14,"spring_2016","Pectocarya recurvata","Carbon %",2.076,39.23,NA
"MVP","38","C1",2016-03-14,"spring_2016","Pectocarya recurvata","Hydrogen %",2.076,5.63,NA
"MVP","38","C1",2016-03-14,"spring_2016","Pectocarya recurvata","Nitrogen %",2.076,2.46,NA
"MVP","37","NP",2016-03-14,"spring_2016","Pectocarya recurvata","Carbon %",2.206,38.58,NA
"MVP","37","NP",2016-03-14,"spring_2016","Pectocarya recurvata","Hydrogen %",2.206,5.69,NA
"MVP","37","NP",2016-03-14,"spring_2016","Pectocarya recurvata","Nitrogen %",2.206,2.98,NA
"MVP","36","N",2016-03-14,"spring_2016","Pectocarya recurvata","Carbon %",2.045,39.64,NA
"MVP","36","N",2016-03-14,"spring_2016","Pectocarya recurvata","Hydrogen %",2.045,5.77,NA
"MVP","36","N",2016-03-14,"spring_2016","Pectocarya recurvata","Nitrogen %",2.045,3.12,NA
"PWP","35","P",2016-03-10,"spring_2016","Pectocarya recurvata","Carbon %",2.232,41.03,NA
"PWP","35","P",2016-03-10,"spring_2016","Pectocarya recurvata","Hydrogen %",2.232,5.95,NA
"PWP","35","P",2016-03-10,"spring_2016","Pectocarya recurvata","Nitrogen %",2.232,2.75,NA
"PWP","34","NP",2016-03-10,"spring_2016","Pectocarya recurvata","Carbon %",2.04,40.37,NA
"PWP","34","NP",2016-03-10,"spring_2016","Pectocarya recurvata","Hydrogen %",2.04,5.77,NA
"PWP","34","NP",2016-03-10,"spring_2016","Pectocarya recurvata","Nitrogen %",2.04,2.75,NA
"PWP","33","C1",2016-03-10,"spring_2016","Pectocarya recurvata","Carbon %",2.021,41.17,NA
"PWP","33","C1",2016-03-10,"spring_2016","Pectocarya recurvata","Hydrogen %",2.021,5.91,NA
"PWP","33","C1",2016-03-10,"spring_2016","Pectocarya recurvata","Nitrogen %",2.021,2.87,NA
"PWP","31","N",2016-03-10,"spring_2016","Pectocarya recurvata","Carbon %",1.904,40.35,NA
"PWP","31","N",2016-03-10,"spring_2016","Pectocarya recurvata","Hydrogen %",1.904,5.67,NA
"PWP","31","N",2016-03-10,"spring_2016","Pectocarya recurvata","Nitrogen %",1.904,2.88,NA
"SME","29","C1",2016-03-10,"spring_2016","Pectocarya recurvata","Carbon %",2.031,40.77,NA
"SME","29","C1",2016-03-10,"spring_2016","Pectocarya recurvata","Hydrogen %",2.031,5.76,NA
"SME","29","C1",2016-03-10,"spring_2016","Pectocarya recurvata","Nitrogen %",2.031,2.99,NA
"SME","28","P",2016-03-10,"spring_2016","Pectocarya recurvata","Carbon %",2.08,40.59,NA
"SME","28","P",2016-03-10,"spring_2016","Pectocarya recurvata","Hydrogen %",2.08,5.84,NA
"SME","28","P",2016-03-10,"spring_2016","Pectocarya recurvata","Nitrogen %",2.08,2.96,NA
"SME","27","NP",2016-03-10,"spring_2016","Pectocarya recurvata","Carbon %",2.062,40.77,NA
"SME","27","NP",2016-03-10,"spring_2016","Pectocarya recurvata","Hydrogen %",2.062,5.87,NA
"SME","27","NP",2016-03-10,"spring_2016","Pectocarya recurvata","Nitrogen %",2.062,3.15,NA
"SME","26","N",2016-03-10,"spring_2016","Pectocarya recurvata","Carbon %",2.071,39.63,NA
"SME","26","N",2016-03-10,"spring_2016","Pectocarya recurvata","Hydrogen %",2.071,5.5,NA
"SME","26","N",2016-03-10,"spring_2016","Pectocarya recurvata","Nitrogen %",2.071,2.62,NA
"MCS","24","C1",2016-03-17,"spring_2016","Pectocarya recurvata","Carbon %",2.207,41.93,NA
"MCS","24","C1",2016-03-17,"spring_2016","Pectocarya recurvata","Hydrogen %",2.207,5.88,NA
"MCS","24","C1",2016-03-17,"spring_2016","Pectocarya recurvata","Nitrogen %",2.207,2.61,NA
"MCS","23","P",2016-03-17,"spring_2016","Pectocarya recurvata","Carbon %",1.975,41.93,NA
"MCS","23","P",2016-03-17,"spring_2016","Pectocarya recurvata","Hydrogen %",1.975,5.75,NA
"MCS","23","P",2016-03-17,"spring_2016","Pectocarya recurvata","Nitrogen %",1.975,2.22,NA
"MCS","22","N",2016-03-17,"spring_2016","Pectocarya recurvata","Carbon %",2.03,41.49,NA
"MCS","22","N",2016-03-17,"spring_2016","Pectocarya recurvata","Hydrogen %",2.03,5.81,NA
"MCS","22","N",2016-03-17,"spring_2016","Pectocarya recurvata","Nitrogen %",2.03,2.35,NA
"MCS","21","NP",2016-03-17,"spring_2016","Pectocarya recurvata","Carbon %",1.901,40.85,NA
"MCS","21","NP",2016-03-17,"spring_2016","Pectocarya recurvata","Hydrogen %",1.901,5.74,NA
"MCS","21","NP",2016-03-17,"spring_2016","Pectocarya recurvata","Nitrogen %",1.901,3.17,NA
"MCN","20","NP",2016-03-17,"spring_2016","Pectocarya recurvata","Carbon %",1.875,39.58,NA
"MCN","20","NP",2016-03-17,"spring_2016","Pectocarya recurvata","Hydrogen %",1.875,5.54,NA
"MCN","20","NP",2016-03-17,"spring_2016","Pectocarya recurvata","Nitrogen %",1.875,2.76,NA
"MCN","18","C1",2016-03-17,"spring_2016","Pectocarya recurvata","Carbon %",2.176,38.59,NA
"MCN","18","C1",2016-03-17,"spring_2016","Pectocarya recurvata","Hydrogen %",2.176,5.41,NA
"MCN","18","C1",2016-03-17,"spring_2016","Pectocarya recurvata","Nitrogen %",2.176,2.2,NA
"MCN","17","P",2016-03-17,"spring_2016","Pectocarya recurvata","Carbon %",2.159,38.87,NA
"MCN","17","P",2016-03-17,"spring_2016","Pectocarya recurvata","Hydrogen %",2.159,5.67,NA
"MCN","17","P",2016-03-17,"spring_2016","Pectocarya recurvata","Nitrogen %",2.159,2.45,NA
"MCN","16","N",2016-03-17,"spring_2016","Pectocarya recurvata","Carbon %",1.911,40.63,NA
"MCN","16","N",2016-03-17,"spring_2016","Pectocarya recurvata","Hydrogen %",1.911,5.47,NA
"MCN","16","N",2016-03-17,"spring_2016","Pectocarya recurvata","Nitrogen %",1.911,2.93,NA
"SRR","15","N",2016-03-14,"spring_2016","Pectocarya recurvata","Carbon %",2.262,40.18,NA
"SRR","15","N",2016-03-14,"spring_2016","Pectocarya recurvata","Hydrogen %",2.262,5.55,NA
"SRR","15","N",2016-03-14,"spring_2016","Pectocarya recurvata","Nitrogen %",2.262,2.78,NA
"SRR","14","P",2016-03-14,"spring_2016","Pectocarya recurvata","Carbon %",2.138,40.1,NA
"SRR","14","P",2016-03-14,"spring_2016","Pectocarya recurvata","Hydrogen %",2.138,5.51,NA
"SRR","14","P",2016-03-14,"spring_2016","Pectocarya recurvata","Nitrogen %",2.138,2.36,NA
"SRR","13","C1",2016-03-14,"spring_2016","Pectocarya recurvata","Carbon %",2.004,40.45,NA
"SRR","13","C1",2016-03-14,"spring_2016","Pectocarya recurvata","Hydrogen %",2.004,5.62,NA
"SRR","13","C1",2016-03-14,"spring_2016","Pectocarya recurvata","Nitrogen %",2.004,2.28,NA
"SRR","12","NP",2016-03-14,"spring_2016","Pectocarya recurvata","Carbon %",2.173,41.25,NA
"SRR","12","NP",2016-03-14,"spring_2016","Pectocarya recurvata","Hydrogen %",2.173,5.83,NA
"SRR","12","NP",2016-03-14,"spring_2016","Pectocarya recurvata","Nitrogen %",2.173,3.57,NA
"UMP","10","N",2016-03-15,"spring_2016","Pectocarya recurvata","Carbon %",2.193,40.41,NA
"UMP","10","N",2016-03-15,"spring_2016","Pectocarya recurvata","Hydrogen %",2.193,5.54,NA
"UMP","10","N",2016-03-15,"spring_2016","Pectocarya recurvata","Nitrogen %",2.193,2.57,NA
"UMP","9","C1",2016-03-15,"spring_2016","Pectocarya recurvata","Carbon %",2.165,40.76,NA
"UMP","9","C1",2016-03-15,"spring_2016","Pectocarya recurvata","Hydrogen %",2.165,5.71,NA
"UMP","9","C1",2016-03-15,"spring_2016","Pectocarya recurvata","Nitrogen %",2.165,2.37,NA
"UMP","8","P",2016-03-15,"spring_2016","Pectocarya recurvata","Carbon %",2.23,41.54,NA
"UMP","8","P",2016-03-15,"spring_2016","Pectocarya recurvata","Hydrogen %",2.23,5.88,NA
"UMP","8","P",2016-03-15,"spring_2016","Pectocarya recurvata","Nitrogen %",2.23,2.66,NA
"UMP","6","NP",2016-03-15,"spring_2016","Pectocarya recurvata","Carbon %",2.078,40.81,NA
"UMP","6","NP",2016-03-15,"spring_2016","Pectocarya recurvata","Hydrogen %",2.078,5.6,NA
"UMP","6","NP",2016-03-15,"spring_2016","Pectocarya recurvata","Nitrogen %",2.078,2.99,NA
"LDP","5","C1",2016-03-15,"spring_2016","Pectocarya recurvata","Carbon %",1.939,39.57,NA
"LDP","5","C1",2016-03-15,"spring_2016","Pectocarya recurvata","Hydrogen %",1.939,5.45,NA
"LDP","5","C1",2016-03-15,"spring_2016","Pectocarya recurvata","Nitrogen %",1.939,2.12,NA
"LDP","4","P",2016-03-15,"spring_2016","Pectocarya recurvata","Carbon %",2.096,40.83,NA
"LDP","4","P",2016-03-15,"spring_2016","Pectocarya recurvata","Hydrogen %",2.096,5.7,NA
"LDP","4","P",2016-03-15,"spring_2016","Pectocarya recurvata","Nitrogen %",2.096,2.48,NA
"LDP","3","NP",2016-03-15,"spring_2016","Pectocarya recurvata","Carbon %",1.889,39.33,"Pectocarya Spring 2016"
"LDP","3","NP",2016-03-15,"spring_2016","Pectocarya recurvata","Hydrogen %",1.889,5.59,"Pectocarya Spring 2016"
"LDP","3","NP",2016-03-15,"spring_2016","Pectocarya recurvata","Nitrogen %",1.889,2.89,"Pectocarya Spring 2016"
"EME","67","N",2017-03-03,"spring_2017","Pectocarya recurvata","Carbon %",2.118,35.06,NA
"EME","67","N",2017-03-03,"spring_2017","Pectocarya recurvata","Hydrogen %",2.118,4.78,NA
"EME","67","N",2017-03-03,"spring_2017","Pectocarya recurvata","Nitrogen %",2.118,2.86,NA
"EME","66","C1",2017-03-03,"spring_2017","Pectocarya recurvata","Carbon %",1.893,41.68,NA
"EME","66","C1",2017-03-03,"spring_2017","Pectocarya recurvata","Hydrogen %",1.893,6.05,NA
"EME","66","C1",2017-03-03,"spring_2017","Pectocarya recurvata","Nitrogen %",1.893,2.4,NA
"EMW","65","N",2017-03-03,"spring_2017","Pectocarya recurvata","Carbon %",1.858,37.79,NA
"EMW","65","N",2017-03-03,"spring_2017","Pectocarya recurvata","Hydrogen %",1.858,5.22,NA
"EMW","65","N",2017-03-03,"spring_2017","Pectocarya recurvata","Nitrogen %",1.858,3.41,NA
"EMW","64","C1",2017-03-03,"spring_2017","Pectocarya recurvata","Carbon %",1.932,35.81,NA
"EMW","64","C1",2017-03-03,"spring_2017","Pectocarya recurvata","Hydrogen %",1.932,4.99,NA
"EMW","64","C1",2017-03-03,"spring_2017","Pectocarya recurvata","Nitrogen %",1.932,2.99,NA
"EMW","63","P",2017-03-03,"spring_2017","Pectocarya recurvata","Carbon %",2.038,37.86,NA
"EMW","63","P",2017-03-03,"spring_2017","Pectocarya recurvata","Hydrogen %",2.038,5.36,NA
"EMW","63","P",2017-03-03,"spring_2017","Pectocarya recurvata","Nitrogen %",2.038,3.57,NA
"EMW","62","NP",2017-03-03,"spring_2017","Pectocarya recurvata","Carbon %",1.946,40.24,NA
"EMW","62","NP",2017-03-03,"spring_2017","Pectocarya recurvata","Hydrogen %",1.946,5.78,NA
"EMW","62","NP",2017-03-03,"spring_2017","Pectocarya recurvata","Nitrogen %",1.946,4.11,NA
"SNW","60","C1",2017-03-14,"spring_2017","Pectocarya recurvata","Carbon %",2.109,39.66,NA
"SNW","60","C1",2017-03-14,"spring_2017","Pectocarya recurvata","Hydrogen %",2.109,5.83,NA
"SNW","60","C1",2017-03-14,"spring_2017","Pectocarya recurvata","Nitrogen %",2.109,2.72,NA
"SNW","59","NP",2017-03-14,"spring_2017","Pectocarya recurvata","Carbon %",2.011,41.62,NA
"SNW","59","NP",2017-03-14,"spring_2017","Pectocarya recurvata","Hydrogen %",2.011,6.04,NA
"SNW","59","NP",2017-03-14,"spring_2017","Pectocarya recurvata","Nitrogen %",2.011,3.03,NA
