"site_code","plot_id","treatment_code","sample_date","season_year","tissue_type","instrument","isotope_element","concentration","source_file"
"EMW","64","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","27Al",125.381,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","27Al",202.327,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","27Al",124.883,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","27Al",149.764,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","27Al",134.085,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","27Al",179.75,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","27Al",131.777,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","27Al",132.979,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","27Al",128.748,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","27Al",102.011,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","27Al",115.427,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","27Al",128.003,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","27Al",181.633,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","27Al",164.484,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","31P",1335.025,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","31P",1584.147,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","31P",1159.426,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","31P",1548.676,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","31P",1152.516,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","31P",1086.595,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","31P",920.796,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","31P",1014.515,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","31P",1107.832,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","31P",1352.286,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","31P",1022.428,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","31P",1104.792,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","31P",808.806,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","31P",769.231,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","31P",736.508,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","39K",22428.739,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","39K",20406.091,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","39K",20042.669,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","39K",19295.171,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","39K",21497.642,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","39K",16892.052,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","39K",21439.719,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","39K",14225.186,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","39K",22270.76,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","39K",22246.521,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","39K",30073.473,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","39K",19840.28,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","39K",20517.574,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","39K",14474.097,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","39K",11964.286,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","44Ca",13752.44,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","44Ca",18586.49,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","44Ca",21656.323,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","44Ca",17924.455,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","44Ca",19280.66,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","44Ca",21455.121,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","44Ca",12399.532,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","44Ca",15429.58,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","44Ca",13734.75,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","44Ca",16421.471,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","44Ca",10139.211,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","44Ca",17604.207,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","44Ca",19768.25,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","44Ca",24340.659,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","44Ca",25964.286,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","48Ti",58.961,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","48Ti",77.587,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","48Ti",92.746,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","48Ti",76.791,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","48Ti",82.94,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","48Ti",91.34,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","48Ti",61.647,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","48Ti",68.184,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","48Ti",61.393,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","48Ti",70.895,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","48Ti",38.202,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","48Ti",75.068,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","48Ti",84.705,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","48Ti",105.769,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","48Ti",109.881,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","51V",0.456,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","51V",0.48,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","51V",0.602,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","51V",0.549,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","51V",0.619,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","51V",0.51,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","51V",0.59,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","51V",0.602,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","51V",0.506,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","51V",0.536,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","51V",0.544,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","51V",0.567,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","51V",0.553,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","51V",0.57,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","51V",0.648,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.286,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.194,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.433,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.512,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.581,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.253,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.431,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.624,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.259,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.434,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.536,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.564,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.505,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.243,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","52Cr",1.648,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","55Mn",35.701,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","55Mn",54.588,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","55Mn",48.448,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","55Mn",40.927,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","55Mn",51.022,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","55Mn",40.411,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","55Mn",14.503,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","55Mn",40.408,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","55Mn",37.166,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","55Mn",37.913,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","55Mn",15.708,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","55Mn",27.565,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","55Mn",33.573,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","55Mn",46.429,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","55Mn",52.103,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","56Fe",134.479,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","56Fe",155.564,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","56Fe",234.135,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","56Fe",275.039,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","56Fe",191.47,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","56Fe",157.77,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","56Fe",226.687,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","56Fe",175.52,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","56Fe",158.835,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","56Fe",152.048,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","56Fe",129.544,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","56Fe",137.437,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","56Fe",385.052,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","56Fe",235.636,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","56Fe",198.73,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.203,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.223,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.144,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.134,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.213,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.111,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.136,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.113,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.155,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.128,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.085,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.125,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.134,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.169,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","59Co",0.126,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","60Ni",2.486,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","60Ni",2.054,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","60Ni",0.83,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","60Ni",1.363,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-05-05,"spring_2009","Larrea tridentata","ICP-MS","60Ni",1.212,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","60Ni",1.359,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","60Ni",1.121,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","60Ni",1.479,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","60Ni",2.341,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-05-06,"spring_2009","Larrea tridentata","ICP-MS","60Ni",0.948,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","60Ni",0.92,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-05-07,"spring_2009","Larrea tridentata","ICP-MS","60Ni",1.399,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","60Ni",1.128,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","60Ni",1.268,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-05-11,"spring_2009","Larrea tridentata","ICP-MS","60Ni",1.508,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","65Cu",12.811,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","65Cu",65.795,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-05-04,"spring_2009","Larrea tridentata","ICP-MS","65Cu",8.584,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
